alg_name,ins,ins_set,score
BanditMax,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,0.23775520182814963
BanditMax,railway-transport-wg2,MSE23-w,0.8047405268099601
BanditMax,correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,MSE23-w,0.24415594573305074
BanditMax,mpe-random-net-50-5_network-8.net,MSE23-w,0.9990567470848397
BanditMax,spot5-1405.wcsp.dir,MSE23-w,0.999277843520284
BanditMax,staff-scheduling-instance8,MSE23-w,0.7464672187662333
BanditMax,setcover-rail4284,MSE23-w,0.7820594731951939
BanditMax,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,MSE23-w,0.866070561829833
BanditMax,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,MSE23-w,0.0
BanditMax,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,0.9626698685125522
BanditMax,staff-scheduling-instance2,MSE23-w,0.9965211908248788
BanditMax,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,0.9390759098510075
BanditMax,causal-discovery-causal_Water_10_1000,MSE23-w,1.0
BanditMax,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,MSE23-w,0.9703988015480756
BanditMax,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,0.9995907890313539
BanditMax,staff-scheduling-instance9,MSE23-w,0.700430926545805
BanditMax,hs-timetabling-BrazilInstance7.xml,MSE23-w,0.0626937984496124
BanditMax,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,0.9764352023149975
BanditMax,MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,MSE23-w,0.0
BanditMax,relational-inference-pa-1,MSE23-w,0.8526696753089563
BanditMax,spot5-1506.wcsp.log,MSE23-w,0.9971502051088261
BanditMax,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9988280009373351
BanditMax,staff-scheduling-instance10,MSE23-w,0.8910078327125361
BanditMax,correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,MSE23-w,0.9983486455632263
BanditMax,generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9975506131816709
BanditMax,max-realizability-robot-navigation_10,MSE23-w,0.0
BanditMax,abstraction-refinement-polysite-xalan,MSE23-w,0.9999049810376242
BanditMax,hs-timetabling-BrazilInstance2.xml,MSE23-w,0.4806415733763531
BanditMax,ramsey-ram_k4_n19.ra1,MSE23-w,0.749153259956026
BanditMax,railway-transport-f2030,MSE23-w,0.9482276948235524
BanditMax,ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,MSE23-w,0.9982736615509064
BanditMax,generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9934736181316248
