alg_name,ins,ins_set,score
ecdf-multi-4,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,MSE23-w,0.0
ecdf-multi-4,MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,MSE23-w,0.2103354299381232
ecdf-multi-4,railway-transport-bf2030fvslack,MSE23-w,0.0
ecdf-multi-4,setcover-rail2536,MSE23-w,0.0
ecdf-multi-4,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,MSE23-w,0.0
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00049-00000454,MSE23-w,0.95932386704434
ecdf-multi-4,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,MSE23-w,0.0
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00051-00000011,MSE23-w,0.9498785125955663
ecdf-multi-4,pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,MSE23-w,0.0
ecdf-multi-4,mpe-random-net-50-5_network-8.net,MSE23-w,0.9557364763625833
ecdf-multi-4,causal-discovery-causal_Mushroom_7_1000,MSE23-w,0.920761471322089
ecdf-multi-4,shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,relational-inference-pa-3,MSE23-w,0.28837418119844693
ecdf-multi-4,ramsey-ram_k4_n19.ra1,MSE23-w,0.4810631130034901
ecdf-multi-4,causal-discovery-causal_Link_9_100,MSE23-w,0.44231010927690334
ecdf-multi-4,tcp-tcp_students_112_it_2,MSE23-w,0.8342303329691314
ecdf-multi-4,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,0.0
ecdf-multi-4,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,0.0
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00049-00000300,MSE23-w,0.9670357955789208
ecdf-multi-4,staff-scheduling-instance5,MSE23-w,0.30390798670553176
ecdf-multi-4,shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,MSE23-w,0.0
ecdf-multi-4,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,0.0
ecdf-multi-4,timetabling-comp02,MSE23-w,0.0
