alg_name,ins,ins_set,score
ecdf-multi-4,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,MSE23-w,0.0
ecdf-multi-4,MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,MSE23-w,0.6305287407701428
ecdf-multi-4,railway-transport-bf2030fvslack,MSE23-w,0.0
ecdf-multi-4,setcover-rail2536,MSE23-w,0.0
ecdf-multi-4,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,MSE23-w,0.0
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00049-00000454,MSE23-w,0.9938755461010643
ecdf-multi-4,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,MSE23-w,0.8290144467135617
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00051-00000011,MSE23-w,0.9863816875366341
ecdf-multi-4,pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,MSE23-w,0.0
ecdf-multi-4,mpe-random-net-50-5_network-8.net,MSE23-w,0.9200295592732763
ecdf-multi-4,causal-discovery-causal_Mushroom_7_1000,MSE23-w,0.8225155056366823
ecdf-multi-4,shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,relational-inference-pa-3,MSE23-w,0.12708006155206547
ecdf-multi-4,ramsey-ram_k4_n19.ra1,MSE23-w,0.6466531193149156
ecdf-multi-4,causal-discovery-causal_Link_9_100,MSE23-w,0.8428422754974374
ecdf-multi-4,tcp-tcp_students_112_it_2,MSE23-w,0.9764661846374206
ecdf-multi-4,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,0.7455233318814309
ecdf-multi-4,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,0.8432553578932621
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00049-00000300,MSE23-w,0.9964118941762206
ecdf-multi-4,staff-scheduling-instance5,MSE23-w,0.8251990202739886
ecdf-multi-4,shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,MSE23-w,0.7799842317926482
ecdf-multi-4,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,0.8660714285714286
ecdf-multi-4,timetabling-comp02,MSE23-w,0.7441547649216085
ecdf-multi-4,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,MSE23-w,0.8318610371650058
ecdf-multi-4,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9990122758924652
ecdf-multi-4,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,0.9588711626451845
ecdf-multi-4,MinimumWeightDominatingSetProblem-inf-road-usa,MSE23-w,0.9998229035576676
ecdf-multi-4,causal-discovery-causal_Pigs_6_1000,MSE23-w,0.5310699134348946
ecdf-multi-4,spot5-1405.wcsp.dir,MSE23-w,0.992381782056935
ecdf-multi-4,judgment-aggregation-ja-kemeny-preflib-00049-00000334,MSE23-w,0.9981651339081857
ecdf-multi-4,generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9995392049327588
ecdf-multi-4,timetabling-comp12,MSE23-w,0.5121862123969136
ecdf-multi-4,setcover-rail4284,MSE23-w,0.0
ecdf-multi-4,shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,MSE23-w,0.0
ecdf-multi-4,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,0.999719459469885
ecdf-multi-4,abstraction-refinement-polysite-hsqldb,MSE23-w,0.6286489687674433
ecdf-multi-4,generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,MSE23-w,0.9999074704218038
