ins,min
MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,95532.0
MaxSATQueriesinInterpretableClassifiers-pima_train_6_CNF_3_20,2757.0
MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,146.0
MinimumWeightDominatingSetProblem-bn-human-BNU_1_0025865_session_1-bg,119421343.0
MinimumWeightDominatingSetProblem-channel-500x100x100-b050,26428623.0
MinimumWeightDominatingSetProblem-delaunay_n24,276297680.0
MinimumWeightDominatingSetProblem-hugebubbles-00020,588403807.0
MinimumWeightDominatingSetProblem-inf-road-usa,759599193.0
MinimumWeightDominatingSetProblem-rgg_n_2_24_s0,54514898.0
MinimumWeightDominatingSetProblem-sc-rel9,11163601.0
MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,
MinimumWeightDominatingSetProblem-web-wikipedia2009,27028197.0
ParametricRBACMaintenance_mse20-role_domino_multiple_0.1_8,37294.0
ParametricRBACMaintenance_mse20-role_domino_multiple_0.2_0,65840.0
ParametricRBACMaintenance_mse20-role_domino_multiple_0.5_1,140880.0
ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,156997.0
ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_2,277373.0
ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_6,252060.0
ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.8_1,349962.0
ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.9_6,281387.0
ParametricRBACMaintenance_mse20-role_university_multiple_0.1_1,58271.0
ParametricRBACMaintenance_mse20-role_university_multiple_0.4_7,171379.0
ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,201327.0
ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,179146.0
ParametricRBACMaintenance_mse20-role_university_multiple_0.5_7,177372.0
abstraction-refinement-downcast-antlr,76273.0
abstraction-refinement-downcast-avrora,46661.0
abstraction-refinement-downcast-hsqldb,30236.0
abstraction-refinement-downcast-pmd,4248.0
abstraction-refinement-downcast-xalan,65509.0
abstraction-refinement-polysite-avrora,51835.0
abstraction-refinement-polysite-bloat,57.0
abstraction-refinement-polysite-hsqldb,172424.0
abstraction-refinement-polysite-pmd,188442.0
abstraction-refinement-polysite-xalan,114700.0
causal-discovery-causal_Link_10_1000,28490847.0
causal-discovery-causal_Link_10_10000,45443263.0
causal-discovery-causal_Link_9_100,1924377.0
causal-discovery-causal_Mushroom_7_1000,208734.0
causal-discovery-causal_Pigs_6_1000,18211446.0
causal-discovery-causal_Water_10_1000,45193159.0
causal-discovery-causal_alarm_9_1000,8944224.0
causal-discovery-causal_carpo_8_1000,947128.0
correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,6632526.0
correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,18282690.0
correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N220,13727551.0
correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N240,16057151.0
correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N380,37362324.0
correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N220,13815856.0
correlation-clustering-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280,19654524.0
correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,14263654.0
correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,13877357.0
correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N250,9282214.0
correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200,74321089.0
correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,85788626.0
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3,331.0
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,661.0
decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,496.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,61.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,109.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,120.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6,199.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,99.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4,173.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,78.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,136.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,281.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,290.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3,341.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2,247.0
drmx-cryptogen-geffe128_7,800.0
generalized-ising-IS11_5.0.5.0.0.5_softer_periodic,111911777649462.0
generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,113011777649462.0
generalized-ising-IS13_5.0.5.0.0.5_softer_periodic,119401387482250.0
